"STATION","NAME","DATE","DX32","DX70","DX90","EMNT","EMXT","TAVG","TMAX","TMIN"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1939-07","0","31","31","68","104","86.0","98.1","73.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1939-08","0","31","31","68","101","84.8","96.7","73.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1939-09","0","30","28","59","104","82.2","95.6","68.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1939-10","0","27","8","32","94","68.0","82.0","54.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1939-11","0","8","0","26","80","53.1","64.2","42.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1939-12","0","11","0","28","83","52.5","63.2","41.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-01","4","1","0","5","72","35.3","44.5","26.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-02","0","5","0","28","84","48.1","57.5","38.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-03","0","19","0","28","86","58.1","70.1","46.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-04","0","21","0","33","88","64.2","74.7","53.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-05","0","30","1","53","91","70.8","81.4","60.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-06","0","30","15","61","94","78.2","87.5","68.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-07","0","31","19","68","98","81.6","90.6","72.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-08","0","31","19","59","97","79.7","89.3","70.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-09","0","30","14","46","96","73.8","85.8","61.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-10","0","29","0","40","89","68.3","82.2","54.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-11","0","13","0","24","77","55.0","64.8","45.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1940-12","0","5","0","29","72","52.5","62.1","42.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-01","0","1","0","24","70","50.0","59.3","40.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-02","0","1","0","27","71","46.6","55.1","38.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-03","0","8","0","33","80","52.5","61.4","43.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-04","0","26","0","46","86","67.1","76.9","57.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-05","0","31","6","58","92","74.7","84.1","65.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-06","0","30","18","63","97","79.6","89.1","70.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-07","0","31","26","69","99","83.8","93.8","73.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-08","0","31","29","70","101","85.0","95.2","74.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-09","0","30","18","56","96","79.8","89.9","69.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-10","0","27","8","44","93","73.1","82.7","63.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-11","0","10","0","28","82","53.5","65.0","42.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1941-12","0","4","0","28","74","50.5","59.9","41.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-01","4","5","0","15","77","44.9","56.0","33.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-02","0","3","0","27","72","47.3","56.4","38.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-03","0","16","0","32","85","57.2","68.1","46.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-04","0","24","0","37","89","67.2","77.0","57.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-05","0","29","6","52","95","72.6","82.2","63.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-06","0","30","20","66","98","81.3","90.9","71.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-07","0","31","26","66","101","83.9","94.5","73.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-08","0","31","20","68","101","82.6","91.5","73.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-09","0","28","9","43","92","74.8","84.6","65.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-10","0","28","0","35","87","66.8","79.4","54.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-11","0","20","0","30","84","60.6","71.8","49.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1942-12","0","7","0","29","79","48.3","58.2","38.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-01","1","9","0","10","84","48.1","59.2","37.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-02","0","11","0","25","77","53.4","65.2","41.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-03","1","12","0","15","80","53.4","64.0","42.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-04","0","25","1","38","91","68.0","79.2","56.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-05","0","31","12","58","94","76.4","86.5","66.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-06","0","30","28","68","97","83.6","93.2","74.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-07","0","31","27","62","102","84.9","95.5","74.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-08","0","31","30","66","104","86.8","98.3","75.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-09","0","29","9","57","97","75.2","84.8","65.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-10","0","27","0","37","87","65.7","77.6","53.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-11","0","12","0","26","84","53.2","66.4","40.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1943-12","0","5","0","17","78","47.0","55.2","38.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-01","2","3","0","20","73","46.2","55.5","36.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-02","0","7","0","26","75","54.6","62.2","46.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-03","0","15","0","36","80","57.9","67.9","47.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-04","0","24","0","39","85","65.2","75.3","55.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-05","0","30","2","46","92","72.9","82.0","63.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-06","0","30","25","64","98","83.0","92.8","73.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-07","0","31","29","68","103","85.2","96.4","74.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-08","0","31","26","67","101","83.9","94.3","73.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-09","0","30","9","58","97","77.5","87.5","67.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-10","0","30","3","38","91","67.1","81.7","52.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-11","0","15","0","29","82","57.6","67.4","47.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1944-12","0","1","0","24","71","44.7","54.4","35.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-01","0","2","0","28","73","45.7","55.1","36.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-02","0","9","0","30","83","52.6","62.4","42.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-03","0","22","0","36","85","64.0","73.8","54.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-04","0","27","0","40","86","66.8","76.5","57.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-05","0","29","5","46","92","71.4","82.0","60.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-06","0","30","18","61","96","80.5","89.5","71.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-07","0","31","19","68","96","81.3","89.7","73.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-08","0","31","18","65","97","81.8","90.7","72.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-09","0","30","15","53","98","78.9","89.3","68.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-10","0","25","0","43","86","65.0","75.6","54.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-11","0","17","0","28","85","59.8","70.8","48.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1945-12","0","2","0","19","71","44.4","53.2","35.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-01","0","3","0","26","72","46.4","53.9","38.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-02","0","7","0","30","74","52.9","64.0","41.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-03","0","20","1","33","91","61.7","71.9","51.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-04","0","28","0","45","88","69.5","79.6","59.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-05","0","29","0","55","88","71.5","80.5","62.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-06","0","30","12","57","95","78.5","87.3","69.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-07","0","31","22","68","97","82.7","92.0","73.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-08","0","31","19","62","99","81.4","90.5","72.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-09","0","30","7","55","95","75.4","84.3","66.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-10","0","28","0","40","88","67.4","79.0","55.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-11","0","12","0","38","82","58.6","67.8","49.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1946-12","1","15","0","22","77","54.1","64.2","44.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-01","2","6","0","18","80","47.4","55.0","39.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-02","0","5","0","19","78","43.4","54.6","32.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-03","0","7","0","26","80","51.3","61.4","41.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-04","0","24","0","41","87","67.1","76.7","57.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-05","0","31","4","50","94","71.8","82.1","61.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-06","0","30","23","57","97","81.1","91.7","70.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-07","0","31","25","62","102","82.4","94.4","70.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-08","0","31","30","70","106","85.6","97.3","73.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-09","0","30","15","49","104","78.9","90.8","67.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-10","0","31","6","48","91","72.2","85.2","59.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-11","0","6","0","33","80","53.0","63.1","42.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1947-12","0","10","0","29","76","49.7","60.3","39.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-01","5","2","0","14","77","39.1","47.8","30.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-02","0","6","0","25","84","48.4","56.7","40.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-03","0","17","0","20","83","57.2","67.7","46.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-04","0","28","2","42","92","70.5","82.3","58.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-05","0","29","2","48","91","73.8","83.9","63.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-06","0","30","24","60","98","82.5","93.3","71.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-07","0","31","27","69","101","85.3","95.8","74.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-08","0","31","29","63","105","84.6","96.8","72.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-09","0","30","17","53","99","76.9","89.2","64.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-10","0","30","0","32","89","65.7","80.0","51.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-11","0","12","0","30","86","55.7","66.8","44.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1948-12","0","10","0","27","82","52.2","62.9","41.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-01","3","8","0","8","80","48.3","56.7","39.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-02","0","8","0","10","82","53.1","63.4","42.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-03","0","21","0","34","80","57.4","68.6","46.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-04","0","20","0","37","88","64.2","74.2","54.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-05","0","31","13","52","94","77.0","88.1","65.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-06","0","30","22","66","99","81.8","91.8","71.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-07","0","31","24","70","102","83.6","93.2","74.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-08","0","31","22","57","98","81.1","91.9","70.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-09","0","30","10","46","96","75.3","86.4","64.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-10","0","25","0","36","89","67.4","76.0","58.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-11","0","18","0","29","85","58.3","71.9","44.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1949-12","0","6","0","25","79","51.3","61.5","41.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-01","0","16","0","28","85","56.2","64.4","48.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-02","0","8","0","32","84","55.0","64.7","45.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-03","0","11","0","30","87","55.8","66.5","45.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-04","0","22","0","38","85","62.9","73.1","52.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-05","0","31","7","60","91","75.8","85.7","65.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-06","0","30","16","60","97","79.8","89.0","70.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-07","0","31","21","60","95","81.4","90.6","72.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-08","0","31","20","67","97","81.0","90.2","71.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-09","0","29","5","58","91","74.6","83.2","65.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-10","0","29","0","46","88","69.8","81.4","58.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-11","0","12","0","23","85","54.2","66.5","42.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1950-12","1","4","0","14","80","45.9","56.9","34.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-01","2","7","0","15","79","48.2","59.6","36.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-02","2","9","0","2","80","50.6","61.2","40.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-03","0","16","0","29","85","57.8","69.0","46.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-04","0","21","0","35","87","63.5","74.9","52.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-05","0","30","8","54","99","73.6","85.4","61.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-06","0","30","21","63","96","81.2","91.3","71.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-07","0","31","29","68","100","84.5","94.9","74.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-08","0","31","30","70","106","87.5","99.3","75.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-09","0","30","11","54","102","77.4","88.3","66.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-10","0","27","5","44","92","68.1","80.3","55.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-11","0","11","0","21","83","52.0","63.6","40.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1951-12","0","13","0","18","83","51.6","62.8","40.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-01","0","11","0","29","82","55.6","65.5","45.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-02","0","10","0","30","79","54.1","64.3","43.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-03","0","13","0","33","84","55.5","66.8","44.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-04","0","21","0","40","88","62.0","73.5","50.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-05","0","30","6","49","93","72.6","83.9","61.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-06","0","30","29","65","101","83.6","94.6","72.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-07","0","31","29","65","99","83.7","94.3","73.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-08","0","31","29","63","101","84.0","95.2","72.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-09","0","30","15","53","99","76.8","89.4","64.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-10","0","22","3","31","93","60.6","76.3","44.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-11","0","13","0","30","83","54.6","64.7","44.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1952-12","0","3","0","22","77","48.0","57.4","38.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-01","0","9","0","30","75","51.4","62.7","40.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-02","0","4","0","30","76","50.7","61.0","40.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-03","0","22","0","36","86","63.1","73.3","53.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-04","0","23","0","38","85","63.6","74.8","52.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-05","0","28","11","48","95","74.7","84.4","65.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-06","0","30","28","69","101","84.5","95.7","73.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-07","0","31","21","67","98","82.0","91.5","72.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-08","0","31","22","67","102","82.3","92.9","71.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-09","0","30","22","50","103","78.0","92.2","63.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-10","0","26","7","41","95","69.7","82.4","56.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-11","0","13","0","32","82","54.1","65.8","42.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1953-12","0","2","0","21","70","45.9","55.8","35.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-01","1","8","0","19","81","49.3","59.4","39.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-02","0","14","0","25","83","56.7","69.5","43.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-03","0","15","0","29","87","56.7","67.8","45.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-04","0","28","0","39","87","70.2","80.7","59.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-05","0","26","2","44","91","68.8","78.5","59.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-06","0","30","24","58","100","81.6","92.6","70.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-07","0","31","29","71","106","87.0","98.7","75.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-08","0","31","31","69","105","86.9","100.1","73.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-09","0","30","25","55","100","80.7","94.1","67.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-10","0","25","7","35","97","69.3","79.6","59.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-11","0","14","0","34","79","55.3","67.7","42.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1954-12","0","9","0","26","76","50.8","62.5","39.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-01","0","5","0","20","75","47.8","57.2","38.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-02","0","7","0","18","80","49.9","60.3","39.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-03","0","19","0","25","89","59.7","71.4","48.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-04","0","27","2","45","91","69.2","79.9","58.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-05","0","31","5","57","92","75.6","85.5","65.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-06","0","30","15","55","95","77.5","88.4","66.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-07","0","31","26","69","97","82.5","92.3","72.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-08","0","31","21","67","95","81.2","89.9","72.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-09","0","30","19","60","95","79.5","90.3","68.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-10","0","28","2","39","93","66.6","79.6","53.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-11","0","12","0","25","88","55.3","66.5","44.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1955-12","0","4","0","17","84","49.4","58.8","40.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-01","0","5","0","27","80","46.6","56.8","36.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-02","0","12","0","31","83","54.5","64.5","44.5"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-03","0","20","0","29","85","57.2","68.1","46.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-04","0","21","0","41","86","63.5","74.2","52.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-05","0","31","9","56","92","76.2","86.4","65.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-06","0","30","19","58","98","79.3","89.3","69.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-07","0","31","31","69","100","84.8","96.6","73.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-08","0","31","27","58","103","84.1","96.4","71.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-09","0","30","22","54","103","78.3","91.9","64.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-10","0","31","1","43","92","69.6","82.5","56.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-11","0","14","0","26","82","54.1","65.8","42.4"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1956-12","0","12","0","27","82","54.6","65.6","43.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-01","0","3","0","16","81","47.3","55.4","39.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-02","0","8","0","32","82","56.8","65.0","48.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-03","0","10","0","25","78","54.8","64.7","45.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-04","0","23","0","36","85","65.0","74.8","55.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-05","0","29","7","47","93","74.5","84.1","64.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-06","0","30","16","65","94","79.8","88.8","70.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-07","0","31","28","69","98","83.7","93.8","73.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-08","0","31","24","62","98","82.3","92.6","71.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-09","0","30","8","56","95","74.6","84.3","64.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-10","0","22","0","31","85","63.4","73.7","53.2"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-11","0","9","0","31","83","55.5","64.3","46.6"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1957-12","0","6","0","19","77","52.6","63.4","41.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-01","0","0","0","23","69","44.8","54.4","35.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-02","0","1","0","18","74","44.5","53.2","35.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-03","0","5","0","33","78","52.1","61.2","43.1"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-04","0","22","0","42","88","63.8","73.9","53.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-05","0","31","7","51","94","73.3","83.4","63.3"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-06","0","30","22","61","96","80.7","90.5","70.9"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-07","0","31","26","69","98","82.9","92.8","73.0"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-08","0","31","26","63","98","82.1","92.5","71.7"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-09","0","30","13","52","96","77.3","85.7","68.8"
"USW00013957","SHREVEPORT REGIONAL AIRPORT, LA US","1958-10","0","23","0","41","88","65.1","75.0","55.3"
